interaction_id,user_id,business_id,interaction_type,distance_km,session_duration_s,device_type,timestamp
INT00658,USR0163,BIZ0087,search_click,4.198,24,ios,2026-02-15 15:54:46
INT00659,USR0063,BIZ0097,inquiry_sent,0.783,126,android,2026-02-22 23:09:59
INT00660,USR0037,BIZ0087,profile_view,2.663,56,android,2026-03-11 12:57:29
INT00661,USR0153,BIZ0016,view,4.871,10,android,2026-02-05 04:23:10
INT00662,USR0093,BIZ0108,view,0.342,30,android,2026-03-07 10:55:54
INT00663,USR0125,BIZ0113,view,0.133,17,ios,2026-03-27 05:42:51
INT00664,USR0116,BIZ0099,view,2.578,10,android,2026-02-08 18:24:35
INT00665,USR0088,BIZ0119,search_click,5.086,44,android,2026-02-12 11:21:39
INT00666,USR0190,BIZ0035,view,0.375,22,android,2026-03-16 20:06:41
INT00667,USR0195,BIZ0021,inquiry_sent,2.775,115,android,2026-02-27 16:43:41
INT00668,USR0057,BIZ0010,profile_view,2.427,100,ios,2026-02-16 03:35:43
INT00669,USR0024,BIZ0046,search_click,0.267,57,ios,2026-03-09 11:08:10
INT00670,USR0103,BIZ0109,view,4.689,27,ios,2026-04-25 18:53:03
INT00671,USR0027,BIZ0078,profile_view,0.437,82,ios,2026-03-09 05:32:28
INT00672,USR0115,BIZ0056,profile_view,0.551,57,ios,2026-03-08 20:33:30
INT00673,USR0146,BIZ0046,inquiry_sent,5.0,175,android,2026-04-19 06:27:13
INT00674,USR0131,BIZ0035,search_click,4.053,51,ios,2026-03-06 01:35:05
INT00675,USR0030,BIZ0026,view,0.137,16,android,2026-02-04 18:08:43
INT00676,USR0169,BIZ0049,view,2.669,5,ios,2026-04-01 03:57:14
INT00677,USR0184,BIZ0045,search_click,2.187,24,android,2026-03-04 22:07:07
INT00678,USR0155,BIZ0032,view,4.845,27,android,2026-03-21 20:58:15
INT00679,USR0166,BIZ0055,profile_view,0.467,111,android,2026-02-15 23:01:43
INT00680,USR0127,BIZ0066,saved_business,4.518,30,ios,2026-02-13 14:54:15
INT00681,USR0084,BIZ0079,view,4.22,5,android,2026-04-21 06:23:29
INT00682,USR0073,BIZ0018,saved_business,5.422,83,android,2026-02-28 14:00:16
INT00683,USR0005,BIZ0008,view,4.505,28,ios,2026-02-22 22:32:14
INT00684,USR0193,BIZ0046,view,4.789,20,android,2026-03-05 14:49:47
INT00685,USR0179,BIZ0117,search_click,3.126,17,ios,2026-04-23 14:40:57
INT00686,USR0027,BIZ0003,view,0.059,8,ios,2026-04-16 17:50:31
INT00687,USR0186,BIZ0058,view,4.497,30,ios,2026-04-12 16:07:16
INT00688,USR0138,BIZ0118,review_posted,4.252,126,android,2026-02-08 04:34:41
INT00689,USR0078,BIZ0008,view,4.145,30,ios,2026-02-22 12:15:08
INT00690,USR0044,BIZ0110,search_click,4.338,30,android,2026-04-06 23:47:51
INT00691,USR0106,BIZ0088,profile_view,0.711,91,ios,2026-03-29 17:35:00
INT00692,USR0072,BIZ0044,profile_view,0.495,97,ios,2026-04-03 05:49:34
INT00693,USR0091,BIZ0075,inquiry_sent,4.429,248,android,2026-04-01 18:22:00
INT00694,USR0020,BIZ0115,view,3.086,11,ios,2026-04-12 21:13:37
INT00695,USR0049,BIZ0064,view,0.43,29,ios,2026-04-07 15:53:46
INT00696,USR0080,BIZ0097,profile_view,2.548,57,android,2026-02-17 21:49:03
INT00697,USR0094,BIZ0049,search_click,0.776,22,ios,2026-02-15 03:13:18
INT00698,USR0072,BIZ0055,profile_view,4.888,177,android,2026-02-11 11:23:17
INT00699,USR0028,BIZ0097,view,0.379,10,ios,2026-01-31 18:59:19
INT00700,USR0170,BIZ0072,search_click,0.308,45,android,2026-03-02 02:48:15
INT00701,USR0055,BIZ0021,search_click,5.043,13,ios,2026-02-22 18:02:03
INT00702,USR0026,BIZ0006,search_click,2.285,22,ios,2026-02-15 06:27:12
INT00703,USR0046,BIZ0079,search_click,0.439,37,android,2026-03-31 12:32:56
INT00704,USR0166,BIZ0034,view,0.449,6,ios,2026-02-19 16:58:45
INT00705,USR0137,BIZ0014,view,3.59,27,ios,2026-03-05 11:45:49
INT00706,USR0026,BIZ0033,inquiry_sent,2.525,186,android,2026-02-13 14:39:55
INT00707,USR0053,BIZ0046,view,4.239,28,android,2026-02-06 16:48:22
INT00708,USR0129,BIZ0108,profile_view,0.452,91,android,2026-02-26 13:53:07
INT00709,USR0018,BIZ0024,view,2.768,5,ios,2026-03-08 17:33:18
INT00710,USR0006,BIZ0026,view,4.915,26,android,2026-03-23 16:17:36
INT00711,USR0122,BIZ0078,search_click,0.158,17,android,2026-04-12 22:07:24
INT00712,USR0146,BIZ0092,view,0.789,21,android,2026-04-07 04:01:34
INT00713,USR0199,BIZ0012,view,4.823,19,ios,2026-04-05 08:26:34
INT00714,USR0140,BIZ0035,search_click,4.097,10,ios,2026-02-25 07:41:30
INT00715,USR0086,BIZ0106,profile_view,4.399,153,android,2026-02-22 12:18:26
INT00716,USR0133,BIZ0097,view,4.074,12,android,2026-03-02 08:46:56
INT00717,USR0008,BIZ0034,profile_view,3.781,122,android,2026-04-06 05:04:15
INT00718,USR0050,BIZ0109,search_click,2.346,27,ios,2026-04-28 01:52:43
INT00719,USR0135,BIZ0025,review_posted,3.976,144,ios,2026-03-23 05:48:06
INT00720,USR0071,BIZ0041,view,4.589,15,android,2026-03-09 05:30:54
INT00721,USR0117,BIZ0076,profile_view,4.277,58,android,2026-03-15 02:55:29
INT00722,USR0176,BIZ0021,profile_view,2.578,104,android,2026-02-25 13:07:00
INT00723,USR0074,BIZ0008,view,4.886,11,ios,2026-04-13 12:15:32
INT00724,USR0032,BIZ0006,view,0.272,26,android,2026-02-02 17:01:50
INT00725,USR0036,BIZ0046,view,0.303,26,android,2026-04-25 01:12:09
INT00726,USR0183,BIZ0037,saved_business,2.484,89,android,2026-02-24 09:22:29
INT00727,USR0009,BIZ0062,search_click,4.457,50,ios,2026-03-08 05:58:44
INT00728,USR0026,BIZ0106,review_posted,0.186,104,ios,2026-03-31 07:42:59
INT00729,USR0083,BIZ0099,view,0.464,13,android,2026-03-07 16:28:37
INT00730,USR0052,BIZ0039,view,0.423,25,ios,2026-03-19 08:14:11
INT00731,USR0097,BIZ0099,inquiry_sent,0.144,194,ios,2026-04-01 16:34:13
INT00732,USR0129,BIZ0110,profile_view,4.801,139,ios,2026-03-08 01:32:04
INT00733,USR0106,BIZ0059,review_posted,4.742,167,android,2026-04-07 05:53:32
INT00734,USR0158,BIZ0108,profile_view,4.894,125,android,2026-03-26 02:21:51
INT00735,USR0145,BIZ0103,view,4.084,9,ios,2026-03-30 12:36:48
INT00736,USR0119,BIZ0099,inquiry_sent,5.411,73,android,2026-02-03 03:22:43
INT00737,USR0167,BIZ0014,search_click,3.895,46,ios,2026-04-01 08:55:23
INT00738,USR0016,BIZ0016,search_click,0.358,55,android,2026-04-02 08:38:21
INT00739,USR0133,BIZ0021,profile_view,4.748,87,android,2026-02-25 07:10:10
INT00740,USR0080,BIZ0097,review_posted,2.548,219,android,2026-02-08 13:00:48
INT00741,USR0001,BIZ0021,inquiry_sent,2.404,123,android,2026-02-07 13:02:00
INT00742,USR0007,BIZ0099,search_click,2.821,17,ios,2026-03-06 15:05:10
INT00743,USR0048,BIZ0099,inquiry_sent,2.728,270,ios,2026-04-16 13:21:37
INT00744,USR0158,BIZ0016,view,4.967,9,android,2026-02-13 14:07:02
INT00745,USR0190,BIZ0095,view,0.462,14,android,2026-04-25 12:52:47
INT00746,USR0127,BIZ0048,view,4.617,30,android,2026-03-11 23:24:14
INT00747,USR0109,BIZ0021,view,0.535,17,android,2026-03-22 11:12:16
INT00748,USR0009,BIZ0088,inquiry_sent,2.78,70,ios,2026-04-25 20:52:58
INT00749,USR0120,BIZ0104,search_click,0.669,20,ios,2026-03-15 06:37:16
INT00750,USR0129,BIZ0032,review_posted,4.851,191,android,2026-02-13 22:09:20
INT00751,USR0039,BIZ0046,profile_view,0.623,65,ios,2026-04-09 20:45:28
INT00752,USR0169,BIZ0040,search_click,3.004,51,ios,2026-03-04 02:31:53
INT00753,USR0121,BIZ0082,view,0.473,21,ios,2026-02-09 20:47:37
INT00754,USR0083,BIZ0078,search_click,0.478,35,android,2026-02-02 06:17:21
INT00755,USR0188,BIZ0023,view,0.144,26,ios,2026-02-27 08:20:47
INT00756,USR0060,BIZ0116,inquiry_sent,4.428,120,android,2026-04-20 04:47:53
INT00757,USR0045,BIZ0097,search_click,3.981,14,android,2026-03-25 06:57:15
INT00758,USR0030,BIZ0004,profile_view,4.774,125,android,2026-04-22 08:06:43
INT00759,USR0083,BIZ0014,search_click,4.298,50,android,2026-02-15 19:59:35
INT00760,USR0126,BIZ0058,view,2.416,10,ios,2026-04-12 11:07:54
INT00761,USR0050,BIZ0010,view,2.61,8,android,2026-02-01 05:02:20
INT00762,USR0036,BIZ0106,search_click,0.261,44,android,2026-02-28 21:10:43
INT00763,USR0175,BIZ0097,review_posted,4.175,187,android,2026-04-14 03:13:57
INT00764,USR0147,BIZ0099,search_click,4.672,45,android,2026-04-11 08:41:22
INT00765,USR0113,BIZ0056,search_click,0.306,15,android,2026-04-09 15:11:56
INT00766,USR0077,BIZ0014,search_click,0.224,44,ios,2026-01-31 05:56:02
INT00767,USR0075,BIZ0109,view,4.253,7,android,2026-04-26 08:22:13
INT00768,USR0020,BIZ0072,view,0.186,24,ios,2026-03-06 03:33:24
INT00769,USR0015,BIZ0073,inquiry_sent,2.469,299,ios,2026-03-29 00:13:24
INT00770,USR0009,BIZ0045,view,0.327,29,android,2026-02-10 18:06:20
INT00771,USR0141,BIZ0099,view,2.771,6,android,2026-03-14 15:19:17
INT00772,USR0145,BIZ0107,profile_view,0.557,39,ios,2026-04-27 12:19:24
INT00773,USR0107,BIZ0080,profile_view,0.255,171,ios,2026-04-24 09:53:59
INT00774,USR0070,BIZ0097,view,4.739,12,ios,2026-03-09 01:18:57
INT00775,USR0078,BIZ0099,inquiry_sent,3.301,298,android,2026-01-31 14:09:59
INT00776,USR0051,BIZ0072,inquiry_sent,4.847,248,android,2026-03-19 22:38:01
INT00777,USR0014,BIZ0049,search_click,0.437,54,ios,2026-03-19 16:15:33
INT00778,USR0030,BIZ0058,inquiry_sent,4.128,154,ios,2026-02-15 15:31:01
INT00779,USR0112,BIZ0108,view,4.212,5,android,2026-03-07 09:27:49
INT00780,USR0193,BIZ0105,profile_view,5.321,33,android,2026-04-12 08:30:20
INT00781,USR0020,BIZ0007,search_click,2.83,30,ios,2026-03-24 10:27:39
INT00782,USR0063,BIZ0120,view,3.16,26,android,2026-03-29 07:28:38
INT00783,USR0020,BIZ0034,search_click,2.799,57,ios,2026-04-20 00:08:42
INT00784,USR0057,BIZ0058,view,2.255,22,ios,2026-04-17 10:13:10
INT00785,USR0063,BIZ0071,view,4.128,21,android,2026-02-03 01:52:37
INT00786,USR0106,BIZ0097,profile_view,0.673,82,android,2026-04-14 22:43:16
INT00787,USR0134,BIZ0034,profile_view,0.273,125,android,2026-02-01 10:42:59
INT00788,USR0061,BIZ0095,profile_view,0.338,59,android,2026-03-15 02:52:57
INT00789,USR0009,BIZ0037,search_click,2.245,15,android,2026-02-23 08:04:55
INT00790,USR0157,BIZ0049,view,0.702,19,android,2026-02-18 10:03:03
INT00791,USR0098,BIZ0027,search_click,5.415,29,android,2026-03-18 22:59:18
INT00792,USR0090,BIZ0110,review_posted,4.973,146,ios,2026-04-12 03:22:07
INT00793,USR0152,BIZ0033,view,0.314,24,ios,2026-04-17 03:14:44
INT00794,USR0187,BIZ0110,profile_view,0.073,171,ios,2026-04-24 22:35:07
INT00795,USR0174,BIZ0038,saved_business,5.05,69,ios,2026-02-12 20:20:52
INT00796,USR0098,BIZ0061,saved_business,4.677,16,ios,2026-04-11 04:21:16
INT00797,USR0071,BIZ0010,view,2.817,15,ios,2026-02-01 16:37:54
INT00798,USR0071,BIZ0048,profile_view,0.483,33,android,2026-02-25 20:08:09
INT00799,USR0170,BIZ0044,view,4.535,19,android,2026-03-09 19:26:47
INT00800,USR0120,BIZ0004,search_click,4.817,45,android,2026-03-06 23:50:30
INT00801,USR0149,BIZ0110,view,3.98,15,android,2026-03-09 20:35:30
INT00802,USR0067,BIZ0099,view,5.34,9,android,2026-03-26 22:46:22
INT00803,USR0038,BIZ0103,profile_view,4.818,39,android,2026-03-31 19:38:08
INT00804,USR0113,BIZ0078,view,5.036,6,ios,2026-04-26 23:51:08
INT00805,USR0005,BIZ0092,inquiry_sent,4.375,243,android,2026-03-24 06:29:33
INT00806,USR0090,BIZ0014,search_click,4.931,14,android,2026-02-16 13:58:22
INT00807,USR0147,BIZ0049,inquiry_sent,3.649,224,ios,2026-04-18 01:05:06
INT00808,USR0037,BIZ0002,profile_view,4.734,134,ios,2026-03-12 13:55:19
INT00809,USR0076,BIZ0086,view,4.989,9,android,2026-02-07 18:42:13
INT00810,USR0055,BIZ0099,search_click,5.035,42,ios,2026-04-23 19:30:44
INT00811,USR0097,BIZ0099,view,0.144,17,android,2026-04-25 04:25:47
INT00812,USR0058,BIZ0076,saved_business,0.333,68,android,2026-04-15 12:02:51
INT00813,USR0136,BIZ0099,profile_view,2.932,163,ios,2026-02-26 17:49:53
INT00814,USR0050,BIZ0099,view,0.378,12,ios,2026-02-18 23:57:58
INT00815,USR0081,BIZ0097,view,0.706,28,ios,2026-03-02 18:54:20
INT00816,USR0091,BIZ0076,view,3.99,20,android,2026-03-10 15:00:47
INT00817,USR0108,BIZ0034,inquiry_sent,4.232,296,android,2026-04-09 02:22:14
INT00818,USR0105,BIZ0092,profile_view,4.101,103,ios,2026-02-26 11:08:46
INT00819,USR0021,BIZ0053,search_click,0.468,41,android,2026-04-20 04:58:00
INT00820,USR0117,BIZ0002,view,0.272,22,ios,2026-04-06 01:48:25
INT00821,USR0033,BIZ0103,inquiry_sent,0.37,102,android,2026-02-10 03:10:42
INT00822,USR0136,BIZ0108,review_posted,2.425,162,android,2026-04-03 07:07:36
INT00823,USR0031,BIZ0045,inquiry_sent,4.821,215,android,2026-04-28 16:34:19
INT00824,USR0012,BIZ0008,review_posted,0.384,164,ios,2026-04-05 21:08:56
INT00825,USR0112,BIZ0038,search_click,0.644,21,android,2026-02-11 22:06:58
INT00826,USR0002,BIZ0079,search_click,0.601,34,ios,2026-03-09 16:35:25
INT00827,USR0131,BIZ0097,view,0.404,12,ios,2026-03-14 14:45:22
INT00828,USR0013,BIZ0076,inquiry_sent,0.143,276,ios,2026-02-23 21:23:52
INT00829,USR0099,BIZ0043,view,2.487,28,android,2026-03-08 23:12:13
INT00830,USR0072,BIZ0077,profile_view,0.404,102,android,2026-02-08 21:18:45
INT00831,USR0071,BIZ0063,view,0.163,13,android,2026-04-22 10:11:47
INT00832,USR0171,BIZ0038,view,0.349,21,android,2026-01-31 16:19:07
INT00833,USR0011,BIZ0113,search_click,0.246,10,ios,2026-04-14 03:27:07
INT00834,USR0007,BIZ0048,view,2.529,18,ios,2026-03-17 02:22:23
INT00835,USR0117,BIZ0038,view,0.493,8,ios,2026-04-19 05:13:21
INT00836,USR0127,BIZ0036,inquiry_sent,4.442,247,android,2026-04-26 09:04:18
INT00837,USR0021,BIZ0097,view,4.193,10,ios,2026-02-23 01:38:08
INT00838,USR0162,BIZ0097,profile_view,2.44,110,android,2026-03-09 05:20:17
INT00839,USR0181,BIZ0099,view,4.786,26,android,2026-04-24 15:28:36
INT00840,USR0161,BIZ0002,view,4.339,12,android,2026-02-22 02:15:36
INT00841,USR0039,BIZ0063,view,2.604,9,android,2026-03-27 08:21:05
INT00842,USR0023,BIZ0112,inquiry_sent,4.033,60,ios,2026-02-04 06:31:36
INT00843,USR0143,BIZ0083,profile_view,4.178,97,ios,2026-03-27 00:15:33
INT00844,USR0061,BIZ0088,search_click,4.038,21,ios,2026-04-14 21:08:12
INT00845,USR0075,BIZ0092,search_click,0.644,48,ios,2026-03-19 03:00:54
INT00846,USR0076,BIZ0013,view,2.895,29,ios,2026-03-07 23:33:55
INT00847,USR0115,BIZ0045,profile_view,4.74,148,ios,2026-03-29 16:09:58
INT00848,USR0089,BIZ0095,profile_view,0.085,153,ios,2026-03-24 07:31:45
INT00849,USR0176,BIZ0034,view,0.487,30,ios,2026-02-03 16:34:38
INT00850,USR0198,BIZ0044,profile_view,3.78,143,ios,2026-03-06 02:23:24
INT00851,USR0014,BIZ0037,profile_view,0.295,41,ios,2026-03-10 12:08:12
INT00852,USR0057,BIZ0076,view,2.606,25,android,2026-04-24 12:39:30
INT00853,USR0158,BIZ0083,view,0.855,28,android,2026-04-11 10:27:15
INT00854,USR0024,BIZ0099,view,2.782,29,android,2026-03-29 03:53:40
INT00855,USR0133,BIZ0032,search_click,0.168,44,ios,2026-04-16 14:14:37
INT00856,USR0059,BIZ0038,view,0.245,18,android,2026-03-19 23:37:00
INT00857,USR0064,BIZ0111,view,4.508,21,android,2026-03-15 08:28:51
INT00858,USR0125,BIZ0005,view,0.299,25,android,2026-02-01 06:12:10
INT00859,USR0192,BIZ0017,profile_view,0.19,63,ios,2026-04-16 19:07:37
INT00860,USR0020,BIZ0008,profile_view,4.9,136,android,2026-01-30 13:05:04
INT00861,USR0139,BIZ0082,view,2.866,30,ios,2026-02-15 16:53:45
INT00862,USR0156,BIZ0100,profile_view,3.779,35,ios,2026-02-22 21:11:23
INT00863,USR0052,BIZ0013,saved_business,3.023,63,ios,2026-03-08 21:02:13
INT00864,USR0057,BIZ0115,search_click,2.488,54,android,2026-03-04 15:14:39
INT00865,USR0128,BIZ0097,saved_business,4.143,28,ios,2026-02-18 09:12:49
INT00866,USR0007,BIZ0051,view,2.56,23,android,2026-03-28 01:43:49
INT00867,USR0086,BIZ0021,profile_view,5.33,173,android,2026-02-16 21:50:06
INT00868,USR0126,BIZ0079,view,2.586,20,android,2026-02-03 12:32:15
INT00869,USR0127,BIZ0035,view,0.434,9,android,2026-02-27 03:33:33
INT00870,USR0145,BIZ0080,inquiry_sent,0.772,113,ios,2026-03-19 07:42:50
INT00871,USR0081,BIZ0113,view,4.784,20,android,2026-04-22 03:06:00
INT00872,USR0109,BIZ0095,search_click,5.164,20,android,2026-02-13 04:13:40
INT00873,USR0113,BIZ0103,view,4.249,20,android,2026-03-26 13:45:30
INT00874,USR0135,BIZ0063,profile_view,4.728,132,android,2026-02-24 22:13:28
INT00875,USR0112,BIZ0120,profile_view,4.395,99,ios,2026-03-25 13:51:34
INT00876,USR0096,BIZ0076,view,4.464,26,android,2026-04-11 11:19:12
INT00877,USR0183,BIZ0049,profile_view,2.522,83,ios,2026-04-22 15:44:03
INT00878,USR0185,BIZ0120,review_posted,0.261,181,android,2026-02-26 19:26:54
INT00879,USR0046,BIZ0021,view,2.207,14,android,2026-02-16 03:39:37
INT00880,USR0025,BIZ0072,view,5.294,19,android,2026-02-04 05:28:11
INT00881,USR0163,BIZ0075,view,4.262,11,ios,2026-02-23 19:05:15
INT00882,USR0110,BIZ0078,view,2.635,17,ios,2026-03-20 17:14:41
INT00883,USR0165,BIZ0090,view,0.2,28,android,2026-02-23 10:00:40
INT00884,USR0068,BIZ0076,view,3.09,25,ios,2026-02-27 22:23:18
INT00885,USR0198,BIZ0099,profile_view,2.838,151,android,2026-02-13 08:20:13
INT00886,USR0060,BIZ0118,view,0.204,9,android,2026-02-13 01:15:00
INT00887,USR0001,BIZ0044,inquiry_sent,4.2,190,ios,2026-03-08 12:07:07
INT00888,USR0121,BIZ0045,search_click,2.68,45,ios,2026-03-04 04:13:51
INT00889,USR0099,BIZ0097,search_click,2.335,30,android,2026-04-18 17:08:21
INT00890,USR0055,BIZ0113,review_posted,0.409,96,ios,2026-03-20 15:53:30
INT00891,USR0126,BIZ0095,view,4.76,18,ios,2026-02-14 05:44:57
INT00892,USR0094,BIZ0099,profile_view,3.027,138,android,2026-03-25 17:54:23
INT00893,USR0049,BIZ0049,view,0.616,5,android,2026-03-10 00:08:11
INT00894,USR0135,BIZ0029,search_click,0.334,33,ios,2026-03-15 11:16:33
INT00895,USR0004,BIZ0082,view,4.222,20,ios,2026-02-02 04:06:14
INT00896,USR0179,BIZ0097,view,0.758,23,android,2026-04-16 21:43:21
INT00897,USR0121,BIZ0120,profile_view,2.861,151,android,2026-02-01 15:44:26
INT00898,USR0008,BIZ0083,profile_view,0.61,75,android,2026-02-05 16:08:36
INT00899,USR0031,BIZ0007,profile_view,3.71,54,ios,2026-04-27 17:23:37
INT00900,USR0050,BIZ0089,profile_view,5.036,111,android,2026-04-20 17:36:28
INT00901,USR0151,BIZ0097,search_click,2.129,52,ios,2026-03-07 16:37:13
INT00902,USR0171,BIZ0092,view,0.824,21,android,2026-04-04 19:47:22
INT00903,USR0022,BIZ0024,view,0.372,27,ios,2026-02-13 18:51:13
INT00904,USR0192,BIZ0099,review_posted,5.348,203,ios,2026-02-08 19:30:21
INT00905,USR0120,BIZ0076,profile_view,4.553,148,android,2026-02-08 16:22:03
INT00906,USR0024,BIZ0027,view,2.628,25,android,2026-04-08 05:21:47
INT00907,USR0003,BIZ0033,search_click,4.244,56,android,2026-02-25 22:03:07
INT00908,USR0175,BIZ0088,review_posted,4.037,93,ios,2026-02-03 00:26:47
INT00909,USR0181,BIZ0038,view,0.428,18,android,2026-04-14 09:26:13
INT00910,USR0070,BIZ0104,view,0.231,27,ios,2026-02-22 00:39:35
INT00911,USR0126,BIZ0047,search_click,5.04,43,ios,2026-04-13 20:57:45
INT00912,USR0176,BIZ0099,view,2.916,17,android,2026-03-18 15:12:42
INT00913,USR0054,BIZ0119,search_click,0.255,53,ios,2026-02-16 21:19:40
INT00914,USR0180,BIZ0115,search_click,3.75,27,android,2026-03-16 09:54:39
INT00915,USR0054,BIZ0035,search_click,0.172,17,android,2026-03-12 23:41:44
INT00916,USR0120,BIZ0078,search_click,5.348,47,android,2026-02-27 05:33:57
INT00917,USR0027,BIZ0087,inquiry_sent,0.276,167,ios,2026-02-28 08:13:16
INT00918,USR0166,BIZ0107,view,4.349,10,ios,2026-03-19 10:16:59
INT00919,USR0193,BIZ0002,inquiry_sent,0.22,207,ios,2026-04-05 00:06:17
INT00920,USR0122,BIZ0099,view,0.081,15,ios,2026-03-31 06:55:22
INT00921,USR0077,BIZ0005,review_posted,0.356,189,android,2026-03-08 02:34:19
INT00922,USR0199,BIZ0037,search_click,4.313,20,android,2026-04-22 05:31:34
INT00923,USR0153,BIZ0114,review_posted,5.267,205,android,2026-02-09 21:48:23
INT00924,USR0086,BIZ0099,view,5.326,30,android,2026-04-11 08:27:35
INT00925,USR0118,BIZ0051,search_click,0.416,22,android,2026-02-25 08:00:44
INT00926,USR0021,BIZ0027,inquiry_sent,5.258,245,android,2026-02-12 02:10:49
INT00927,USR0143,BIZ0099,search_click,2.483,32,android,2026-03-12 14:10:18
INT00928,USR0176,BIZ0050,view,4.872,17,ios,2026-04-02 18:41:11
INT00929,USR0196,BIZ0108,search_click,4.404,18,ios,2026-04-08 19:29:05
INT00930,USR0101,BIZ0072,view,0.868,23,android,2026-02-18 04:06:05
INT00931,USR0156,BIZ0026,view,0.63,21,android,2026-03-25 04:03:57
INT00932,USR0193,BIZ0051,view,4.843,20,android,2026-02-02 04:49:04
INT00933,USR0078,BIZ0058,view,0.6,18,android,2026-02-23 20:45:53
INT00934,USR0100,BIZ0092,search_click,3.81,36,android,2026-02-12 22:29:42
INT00935,USR0175,BIZ0070,view,3.745,16,android,2026-03-29 05:55:06
INT00936,USR0104,BIZ0099,view,0.287,23,ios,2026-03-31 23:38:50
INT00937,USR0003,BIZ0063,saved_business,4.394,21,ios,2026-03-08 11:12:06
INT00938,USR0190,BIZ0087,profile_view,4.052,145,ios,2026-04-09 12:12:36
INT00939,USR0183,BIZ0045,search_click,0.027,60,android,2026-04-27 11:37:44
INT00940,USR0137,BIZ0098,inquiry_sent,3.868,61,ios,2026-04-24 13:21:25
INT00941,USR0182,BIZ0078,view,2.739,28,ios,2026-03-09 08:36:02
INT00942,USR0119,BIZ0038,view,0.746,16,android,2026-04-19 05:50:26
INT00943,USR0176,BIZ0048,search_click,2.57,59,android,2026-03-19 01:34:44
INT00944,USR0046,BIZ0038,search_click,4.838,29,android,2026-03-23 20:07:29
INT00945,USR0092,BIZ0097,search_click,2.468,21,android,2026-03-18 08:48:37
INT00946,USR0033,BIZ0097,profile_view,0.143,100,ios,2026-04-26 16:26:39
INT00947,USR0177,BIZ0085,review_posted,2.862,194,ios,2026-02-01 21:01:36
INT00948,USR0084,BIZ0049,view,3.619,25,android,2026-03-04 14:10:28
INT00949,USR0186,BIZ0009,review_posted,5.487,168,ios,2026-01-31 05:35:26
INT00950,USR0192,BIZ0035,profile_view,0.424,140,android,2026-04-10 15:30:54
INT00951,USR0147,BIZ0035,view,0.285,30,android,2026-04-01 16:50:16
INT00952,USR0013,BIZ0049,search_click,0.56,37,ios,2026-04-06 10:28:52
INT00953,USR0200,BIZ0028,search_click,0.116,35,android,2026-03-31 06:10:19
INT00954,USR0070,BIZ0001,view,4.685,26,android,2026-02-22 22:44:33
INT00955,USR0119,BIZ0080,saved_business,0.475,43,android,2026-01-30 20:16:47
INT00956,USR0084,BIZ0034,profile_view,4.073,147,ios,2026-03-27 08:21:04
INT00957,USR0085,BIZ0072,search_click,3.143,31,ios,2026-02-26 23:40:15
INT00958,USR0114,BIZ0021,inquiry_sent,0.425,196,android,2026-03-30 18:53:31
INT00959,USR0066,BIZ0052,profile_view,0.403,50,ios,2026-03-20 17:42:21
INT00960,USR0089,BIZ0010,profile_view,3.926,107,ios,2026-04-06 19:05:40
INT00961,USR0116,BIZ0092,view,4.002,10,ios,2026-03-21 01:24:36
INT00962,USR0107,BIZ0120,view,4.926,22,ios,2026-04-28 06:57:06
INT00963,USR0097,BIZ0109,view,2.767,8,android,2026-03-05 20:03:42
INT00964,USR0055,BIZ0119,search_click,0.697,20,ios,2026-03-19 17:23:39
INT00965,USR0091,BIZ0097,search_click,4.007,30,ios,2026-03-26 22:38:16
INT00966,USR0171,BIZ0104,saved_business,0.423,55,ios,2026-02-18 11:27:24
INT00967,USR0104,BIZ0065,search_click,4.822,38,android,2026-04-22 08:53:21
INT00968,USR0046,BIZ0051,view,2.391,29,ios,2026-03-29 06:36:50
INT00969,USR0175,BIZ0108,search_click,4.592,36,ios,2026-02-15 05:12:44
INT00970,USR0008,BIZ0085,view,3.496,7,ios,2026-04-24 07:29:55
INT00971,USR0084,BIZ0083,view,0.649,26,android,2026-04-24 21:13:47
INT00972,USR0006,BIZ0097,inquiry_sent,0.412,201,android,2026-04-15 17:54:35
INT00973,USR0042,BIZ0059,profile_view,4.754,150,android,2026-02-27 06:19:36
INT00974,USR0076,BIZ0008,view,4.781,19,android,2026-03-31 17:58:19
INT00975,USR0114,BIZ0118,profile_view,2.299,158,android,2026-04-11 13:12:22
INT00976,USR0085,BIZ0103,review_posted,0.22,77,android,2026-04-06 14:14:12
INT00977,USR0175,BIZ0092,inquiry_sent,0.732,280,ios,2026-02-04 13:13:55
INT00978,USR0107,BIZ0113,inquiry_sent,0.419,243,android,2026-03-09 16:26:52
INT00979,USR0186,BIZ0007,inquiry_sent,4.392,245,android,2026-03-02 22:07:43
INT00980,USR0184,BIZ0110,profile_view,4.336,61,android,2026-02-11 08:34:02
INT00981,USR0068,BIZ0098,search_click,5.058,56,android,2026-03-03 04:48:20
INT00982,USR0169,BIZ0046,review_posted,2.52,113,ios,2026-02-06 23:02:02
INT00983,USR0165,BIZ0095,search_click,5.12,58,android,2026-04-07 08:19:13
INT00984,USR0088,BIZ0038,search_click,5.08,54,ios,2026-03-21 08:37:18
INT00985,USR0153,BIZ0004,view,4.598,5,android,2026-04-18 10:24:39
INT00986,USR0145,BIZ0048,view,4.58,10,ios,2026-03-12 23:51:27
